"COUNTRY","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","1990","1990","HA","Hectares","3","Thousands",,,3513.5,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","1991","1991","HA","Hectares","3","Thousands",,,3511.6,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","1992","1992","HA","Hectares","3","Thousands",,,3524.1,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","1993","1993","HA","Hectares","3","Thousands",,,3519.3,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","1994","1994","HA","Hectares","3","Thousands",,,3513,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","1995","1995","HA","Hectares","3","Thousands",,,3506.8,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","1996","1996","HA","Hectares","3","Thousands",,,3504,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","1997","1997","HA","Hectares","3","Thousands",,,3502.1,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","1998","1998","HA","Hectares","3","Thousands",,,3496.7,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","1999","1999","HA","Hectares","3","Thousands",,,3495.7,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2000","2000","HA","Hectares","3","Thousands",,,2466,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2001","2001","HA","Hectares","3","Thousands",,,2396,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2002","2002","HA","Hectares","3","Thousands",,,2387,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2003","2003","HA","Hectares","3","Thousands",,,2531,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2004","2004","HA","Hectares","3","Thousands",,,2604,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2005","2005","HA","Hectares","3","Thousands",,,2837,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2006","2006","HA","Hectares","3","Thousands",,,2791,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2007","2007","HA","Hectares","3","Thousands",,,2696,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2008","2008","HA","Hectares","3","Thousands",,,2672,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2009","2009","HA","Hectares","3","Thousands",,,2689,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2010","2010","HA","Hectares","3","Thousands",,,2772,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2011","2011","HA","Hectares","3","Thousands",,,2806,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2012","2012","HA","Hectares","3","Thousands",,,2842,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2013","2013","HA","Hectares","3","Thousands",,,2891,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2014","2014","HA","Hectares","3","Thousands",,,2952,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2015","2015","HA","Hectares","3","Thousands",,,3006,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2016","2016","HA","Hectares","3","Thousands",,,2954,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2017","2017","HA","Hectares","3","Thousands",,,2935,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2018","2018","HA","Hectares","3","Thousands",,,2947,,
"LTU","Lithuania","TOTAGR_LAND","Total Agricultural Land area","2019","2019","HA","Hectares","3","Thousands",,,2975,,
"PRT","Portugal","TOTPEST","Total sales of agricultural pesticides","2011","2011","TONNE","Tonnes","0","Units",,,14023.611,,
"PRT","Portugal","TOTPEST","Total sales of agricultural pesticides","2012","2012","TONNE","Tonnes","0","Units",,,12442.06,,
"PRT","Portugal","TOTPEST","Total sales of agricultural pesticides","2013","2013","TONNE","Tonnes","0","Units",,,10124.633,,
"PRT","Portugal","TOTPEST","Total sales of agricultural pesticides","2014","2014","TONNE","Tonnes","0","Units",,,12889.226,,
"PRT","Portugal","TOTPEST","Total sales of agricultural pesticides","2015","2015","TONNE","Tonnes","0","Units",,,10003.046,,
"PRT","Portugal","TOTPEST","Total sales of agricultural pesticides","2016","2016","TONNE","Tonnes","0","Units",,,9772.274,,
"PRT","Portugal","TOTPEST","Total sales of agricultural pesticides","2017","2017","TONNE","Tonnes","0","Units",,,8103.158,,
"PRT","Portugal","TOTPEST","Total sales of agricultural pesticides","2018","2018","TONNE","Tonnes","0","Units",,,8057.311,,
"PRT","Portugal","TOTPEST","Total sales of agricultural pesticides","2019","2019","TONNE","Tonnes","0","Units",,,9865.81,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","1985","1985","HA","Hectares","3","Thousands",,,58336.03,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","1986","1986","HA","Hectares","3","Thousands",,,58157.291,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","1987","1987","HA","Hectares","3","Thousands",,,58032.284,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","1988","1988","HA","Hectares","3","Thousands",,,57994.431,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","1989","1989","HA","Hectares","3","Thousands",,,58535.508,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","1990","1990","HA","Hectares","3","Thousands",,,58580.734,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","1991","1991","HA","Hectares","3","Thousands",,,60891.432,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","1992","1992","HA","Hectares","3","Thousands",,,60207.325,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","1993","1993","HA","Hectares","3","Thousands",,,60761.724,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","1994","1994","HA","Hectares","3","Thousands",,,61398.531,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","1995","1995","HA","Hectares","3","Thousands",,,60801.485,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","1996","1996","HA","Hectares","3","Thousands",,,63182.479,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","1997","1997","HA","Hectares","3","Thousands",,,63414.785,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","1998","1998","HA","Hectares","3","Thousands",,,63323.36,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","1999","1999","HA","Hectares","3","Thousands",,,62729.877,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2000","2000","HA","Hectares","3","Thousands",,,63374.626,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2001","2001","HA","Hectares","3","Thousands",,,62714.664,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2002","2002","HA","Hectares","3","Thousands",,,62392.08,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2003","2003","HA","Hectares","3","Thousands",,,67439.752,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2004","2004","HA","Hectares","3","Thousands",,,66563.606,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2005","2005","HA","Hectares","3","Thousands",,,66393.035,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2006","2006","HA","Hectares","3","Thousands",,,66858.48,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2007","2007","HA","Hectares","3","Thousands",,,68457.185,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2008","2008","HA","Hectares","3","Thousands",,,67994.224,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2009","2009","HA","Hectares","3","Thousands",,,66226.763,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2010","2010","HA","Hectares","3","Thousands",,,64627.372,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2011","2011","HA","Hectares","3","Thousands",,,65066.541,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2012","2012","HA","Hectares","3","Thousands",,,68418.417,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2013","2013","HA","Hectares","3","Thousands",,,68036.578,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2014","2014","HA","Hectares","3","Thousands",,,67516.732,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2015","2015","HA","Hectares","3","Thousands",,,67552.348,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2016","2016","HA","Hectares","3","Thousands",,,68140.968,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2017","2017","HA","Hectares","3","Thousands",,,69854.98,,
"CAN","Canada","TOTAGR_LAND","Total Agricultural Land area","2018","2018","HA","Hectares","3","Thousands",,,68117.02,,
"ROU","Romania","TOTPEST","Total sales of agricultural pesticides","2011","2011","TONNE","Tonnes","0","Units",,,11426.424,,
"ROU","Romania","TOTPEST","Total sales of agricultural pesticides","2012","2012","TONNE","Tonnes","0","Units",,,11523,,
"ROU","Romania","TOTPEST","Total sales of agricultural pesticides","2013","2013","TONNE","Tonnes","0","Units",,,10585.651,,
"ROU","Romania","TOTPEST","Total sales of agricultural pesticides","2014","2014","TONNE","Tonnes","0","Units",,,10021.225,,
"ROU","Romania","TOTPEST","Total sales of agricultural pesticides","2015","2015","TONNE","Tonnes","0","Units",,,11483.938,,
"ROU","Romania","TOTPEST","Total sales of agricultural pesticides","2016","2016","TONNE","Tonnes","0","Units",,,10812.73,,
"ROU","Romania","TOTPEST","Total sales of agricultural pesticides","2017","2017","TONNE","Tonnes","0","Units",,,11548.214,,
"ROU","Romania","TOTPEST","Total sales of agricultural pesticides","2018","2018","TONNE","Tonnes","0","Units",,,11107.634,,
"ROU","Romania","TOTPEST","Total sales of agricultural pesticides","2019","2019","TONNE","Tonnes","0","Units",,,9046.656,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","1985","1985","HA","Hectares","3","Thousands",,,431399,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","1986","1986","HA","Hectares","3","Thousands",,,431399,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","1987","1987","HA","Hectares","3","Thousands",,,426948,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","1988","1988","HA","Hectares","3","Thousands",,,426948,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","1989","1989","HA","Hectares","3","Thousands",,,426948,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","1990","1990","HA","Hectares","3","Thousands",,,426948,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","1991","1991","HA","Hectares","3","Thousands",,,426948,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","1992","1992","HA","Hectares","3","Thousands",,,425429,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","1993","1993","HA","Hectares","3","Thousands",,,422948,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","1994","1994","HA","Hectares","3","Thousands",,,421139,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","1995","1995","HA","Hectares","3","Thousands",,,420139,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","1996","1996","HA","Hectares","3","Thousands",,,416306,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","1997","1997","HA","Hectares","3","Thousands",,,418932,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","1998","1998","HA","Hectares","3","Thousands",,,414588,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","1999","1999","HA","Hectares","3","Thousands",,,414292,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2000","2000","HA","Hectares","3","Thousands",,,415208,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2001","2001","HA","Hectares","3","Thousands",,,413293,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2002","2002","HA","Hectares","3","Thousands",,,416067,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2003","2003","HA","Hectares","3","Thousands",,,413152,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2004","2004","HA","Hectares","3","Thousands",,,414674,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2005","2005","HA","Hectares","3","Thousands",,,412878,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2006","2006","HA","Hectares","3","Thousands",,,411030,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2007","2007","HA","Hectares","3","Thousands",,,413537,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2008","2008","HA","Hectares","3","Thousands",,,415311,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2009","2009","HA","Hectares","3","Thousands",,,412415,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2010","2010","HA","Hectares","3","Thousands",,,408426.2,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2011","2011","HA","Hectares","3","Thousands",,,406927.7,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2012","2012","HA","Hectares","3","Thousands",,,423893.239,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2013","2013","HA","Hectares","3","Thousands",,,422480.963,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2014","2014","HA","Hectares","3","Thousands",,,424330.151,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2015","2015","HA","Hectares","3","Thousands",,,422568.321,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2016","2016","HA","Hectares","3","Thousands",,,422826.242,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2017","2017","HA","Hectares","3","Thousands",,,422826.242,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2018","2018","HA","Hectares","3","Thousands",,,424445.02,,
"USA","United States","TOTAGR_LAND","Total Agricultural Land area","2019","2019","HA","Hectares","3","Thousands",,,418374.603,,
"DEU","Germany","TOTPEST","Total sales of agricultural pesticides","2009","2009","TONNE","Tonnes","0","Units",,,38761.619,,
"DEU","Germany","TOTPEST","Total sales of agricultural pesticides","2010","2010","TONNE","Tonnes","0","Units",,,40835.898,,
"DEU","Germany","TOTPEST","Total sales of agricultural pesticides","2011","2011","TONNE","Tonnes","0","Units",,,43856.16,,
"DEU","Germany","TOTPEST","Total sales of agricultural pesticides","2012","2012","TONNE","Tonnes","0","Units",,,45522.286,,
"DEU","Germany","TOTPEST","Total sales of agricultural pesticides","2013","2013","TONNE","Tonnes","0","Units",,,43525.028,,
"DEU","Germany","TOTPEST","Total sales of agricultural pesticides","2014","2014","TONNE","Tonnes","0","Units",,,46078.47,,
"DEU","Germany","TOTPEST","Total sales of agricultural pesticides","2015","2015","TONNE","Tonnes","0","Units",,,47850.856,,
"DEU","Germany","TOTPEST","Total sales of agricultural pesticides","2016","2016","TONNE","Tonnes","0","Units",,,46889.567,,
"DEU","Germany","TOTPEST","Total sales of agricultural pesticides","2017","2017","TONNE","Tonnes","0","Units",,,48302.682,,
"DEU","Germany","TOTPEST","Total sales of agricultural pesticides","2018","2018","TONNE","Tonnes","0","Units",,,44953.791,,
"DEU","Germany","TOTPEST","Total sales of agricultural pesticides","2019","2019","TONNE","Tonnes","0","Units",,,45176.037,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","1990","1990","HA","Hectares","3","Thousands",,,4536.4,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","1991","1991","HA","Hectares","3","Thousands",,,4443.8,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","1992","1992","HA","Hectares","3","Thousands",,,4415.2,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","1993","1993","HA","Hectares","3","Thousands",,,4406.3,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","1994","1994","HA","Hectares","3","Thousands",,,4392.7,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","1995","1995","HA","Hectares","3","Thousands",,,4388.5,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","1996","1996","HA","Hectares","3","Thousands",,,4341.4,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","1997","1997","HA","Hectares","3","Thousands",,,4431.6,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","1998","1998","HA","Hectares","3","Thousands",,,4414.8,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","1999","1999","HA","Hectares","3","Thousands",,,4418.4,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2000","2000","HA","Hectares","3","Thousands",,,4443,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2001","2001","HA","Hectares","3","Thousands",,,4410,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2002","2002","HA","Hectares","3","Thousands",,,4373,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2003","2003","HA","Hectares","3","Thousands",,,4370,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2004","2004","HA","Hectares","3","Thousands",,,4305,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2005","2005","HA","Hectares","3","Thousands",,,4302,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2006","2006","HA","Hectares","3","Thousands",,,4261,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2007","2007","HA","Hectares","3","Thousands",,,4276,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2008","2008","HA","Hectares","3","Thousands",,,4629,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2009","2009","HA","Hectares","3","Thousands",,,4594,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2010","2010","HA","Hectares","3","Thousands",,,4569,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2011","2011","HA","Hectares","3","Thousands",,,4556,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2012","2012","HA","Hectares","3","Thousands",,,4532,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2013","2013","HA","Hectares","3","Thousands",,,4478,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2014","2014","HA","Hectares","3","Thousands",,,4465,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2015","2015","HA","Hectares","3","Thousands",,,4431,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2016","2016","HA","Hectares","3","Thousands",,,4461,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2017","2017","HA","Hectares","3","Thousands",,,4489,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2018","2018","HA","Hectares","3","Thousands",,,4516,,
"IRL","Ireland","TOTAGR_LAND","Total Agricultural Land area","2019","2019","HA","Hectares","3","Thousands",,,4524,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2000","2000","TONNE","Tonnes","0","Units",,,46429,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2001","2001","TONNE","Tonnes","0","Units",,,51210,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2002","2002","TONNE","Tonnes","0","Units",,,54875,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2003","2003","TONNE","Tonnes","0","Units",,,50497,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2004","2004","TONNE","Tonnes","0","Units",,,41223,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2005","2005","TONNE","Tonnes","0","Units",,,43363,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2006","2006","TONNE","Tonnes","0","Units",,,45376,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2007","2007","TONNE","Tonnes","0","Units",,,48717,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2008","2008","TONNE","Tonnes","0","Units",,,38836,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2009","2009","TONNE","Tonnes","0","Units",,,37650,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2010","2010","TONNE","Tonnes","0","Units",,,38554.279,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2011","2011","TONNE","Tonnes","0","Units",,,39533.345,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2012","2012","TONNE","Tonnes","0","Units",,,42610.499,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2013","2013","TONNE","Tonnes","0","Units",,,39439.488,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2014","2014","TONNE","Tonnes","0","Units",,,39721.883,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2015","2015","TONNE","Tonnes","0","Units",,,39026.438,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2016","2016","TONNE","Tonnes","0","Units",,,50054,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2017","2017","TONNE","Tonnes","0","Units",,,54098,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2018","2018","TONNE","Tonnes","0","Units",,,60020,,
"TUR","Türkiye","TOTPEST","Total sales of agricultural pesticides","2019","2019","TONNE","Tonnes","0","Units",,,51297,,
"EST","Estonia","TOTAGR_LAND","Total Agricultural Land area","1990","1990","HA","Hectares","3","Thousands",,,1357.8,,
"EST","Estonia","TOTAGR_LAND","Total Agricultural Land area","1991","1991","HA","Hectares","3","Thousands",,,1374.5,,
"EST","Estonia","TOTAGR_LAND","Total Agricultural Land area","1992","1992","HA","Hectares","3","Thousands",,,1374.1,,
"EST","Estonia","TOTAGR_LAND","Total Agricultural Land area","1993","1993","HA","Hectares","3","Thousands",,,1320.6,,
"EST","Estonia","TOTAGR_LAND","Total Agricultural Land area","1994","1994","HA","Hectares","3","Thousands",,,1100.7,,
"EST","Estonia","TOTAGR_LAND","Total Agricultural Land area","1995","1995","HA","Hectares","3","Thousands",,,990.8,,
"EST","Estonia","TOTAGR_LAND","Total Agricultural Land area","1996","1996","HA","Hectares","3","Thousands",,,1004.9,,
"EST","Estonia","TOTAGR_LAND","Total Agricultural Land area","1997","1997","HA","Hectares","3","Thousands",,,1023.8,,
"EST","Estonia","TOTAGR_LAND","Total Agricultural Land area","1998","1998","HA","Hectares","3","Thousands",,,746.8,,
"EST","Estonia","TOTAGR_LAND","Total Agricultural Land area","1999","1999","HA","Hectares","3","Thousands",,,1001.1,,
"EST","Estonia","TOTAGR_LAND","Total Agricultural Land area","2000","2000","HA","Hectares","3","Thousands",,,986,,
"EST","Estonia","TOTAGR_LAND","Total Agricultural Land area","2001","2001","HA","Hectares","3","Thousands",,,890,,
"EST","Estonia","TOTAGR_LAND","Total Agricultural Land area","2002","2002","HA","Hectares","3","Thousands",,,698,,
"EST","Estonia","TOTAGR_LAND","Total Agricultural Land area","2003","2003","HA","Hectares","3","Thousands",,,829,,
"EST","Estonia","TOTAGR_LAND","Total Agricultural Land area","2004","2004","HA","Hectares","3","Thousands",,,792,,
"EST","Estonia","TOTAGR_LAND","Total Agricultural Land area","2005","2005","HA","Hectares","3","Thousands",,,882,,
